External Library Name, Link to License, License Name, Binaries using the license.
pixman-1, https://gitlab.freedesktop.org/pixman/pixman/blob/master/COPYING, MIT, ./qemu/darwin-aarch64/qemu-system-aarch64 ./qemu/darwin-aarch64/qemu-system-aarch64-headless ./qemu/darwin-aarch64/qemu-system-armel-headless ./qsn ./emulator-check ./qemu/darwin-aarch64/qemu-system-armel, https://android.googlesource.com/platform/prebuilts/android-emulator-build/archive/+/refs/heads/emu-master-dev/pixman-0.34.0.tar.gz
Qt WebChannel, https://doc.qt.io/qt-5.12/qtWebChannel-index.html#licenses-and-attributions, LGPL-3.0-only, ./qemu/darwin-aarch64/qemu-system-aarch64 ./qemu/darwin-aarch64/qemu-system-armel, https://android.googlesource.com/platform/prebuilts/android-emulator-build/archive/+/refs/heads/emu-master-dev/qt-everywhere-src-5.12.1.tar.xz
Tink, https://android.googlesource.com/platform/external/tink/+/refs/heads/upstream-master/LICENSE, Apache-2.0, ./qemu/darwin-aarch64/qemu-system-aarch64 ./nimble_bridge ./qemu/darwin-aarch64/qemu-system-aarch64-headless ./qemu/darwin-aarch64/qemu-system-armel-headless ./qsn ./emulator-check ./qemu/darwin-aarch64/qemu-system-armel, https://android.googlesource.com/platform/external/tink/+/refs/heads/upstream-master
Qt Svg, https://doc.qt.io/qt-5.12/qtSvg-index.html#licenses-and-attributions, LGPL-3.0-only, ./qemu/darwin-aarch64/qemu-system-aarch64 ./qemu/darwin-aarch64/qemu-system-armel, https://android.googlesource.com/platform/prebuilts/android-emulator-build/archive/+/refs/heads/emu-master-dev/qt-everywhere-src-5.12.1.tar.xz
qemu, https://android.googlesource.com/platform/external/qemu/+/refs/heads/emu-master-dev/LICENSE, GPL-2.0-only, ./qemu/darwin-aarch64/qemu-system-aarch64 ./qemu/darwin-aarch64/qemu-system-aarch64-headless ./qemu/darwin-aarch64/qemu-system-armel-headless ./qemu-img ./qemu/darwin-aarch64/qemu-system-armel, https://android.googlesource.com/platform/external/qemu/+/refs/heads/emu-master-dev
boringssl, https://android.googlesource.com/platform/external/boringssl/+/refs/heads/master/NOTICE, OpenSSL, ./nimble_bridge ./qemu/darwin-aarch64/qemu-system-aarch64-headless emugl_common.dylib ./qsn ./emulator android-emu-curl.dylib android-emu-metrics.dylib ./qemu-img ./qemu/darwin-aarch64/qemu-system-armel-headless ./qemu/darwin-aarch64/qemu-system-aarch64 OpenglRender.dylib ./emulator-check ./qemu/darwin-aarch64/qemu-system-armel, https://android.googlesource.com/platform/external/boringssl/+/refs/heads/master
libvpx, https://chromium.googlesource.com/webm/libvpx/+/refs/heads/master/LICENSE, BSD-3-Clause, ./nimble_bridge ./qemu/darwin-aarch64/qemu-system-aarch64-headless emugl_common.dylib ./qsn ./qemu/darwin-aarch64/qemu-system-armel-headless ./qemu-img ./qemu/darwin-aarch64/qemu-system-aarch64 OpenglRender.dylib ./emulator-check ./qemu/darwin-aarch64/qemu-system-armel, https://chromium.googlesource.com/webm/libvpx/
libselinux, https://android.googlesource.com/platform/external/qemu/+/emu-master-dev/android/third_party/libselinux/NOTICE, CC-PDDC OR UNKNOWN, ./nimble_bridge android-emu-agents.dylib ./qemu/darwin-aarch64/qemu-system-aarch64-headless emugl_common.dylib ./qsn ./emulator android-emu-metrics.dylib ./qemu/darwin-aarch64/qemu-system-armel-headless ./qemu-img ./qemu/darwin-aarch64/qemu-system-aarch64 OpenglRender.dylib ./emulator-check ./qemu/darwin-aarch64/qemu-system-armel, https://android.googlesource.com/platform/external/qemu/+/emu-master-dev/android/third_party/libselinux
hostapd, https://android.googlesource.com/platform/external/wpa_supplicant_8/+/refs/heads/emu-master-dev/NOTICE, BSD, ./nimble_bridge ./qemu/darwin-aarch64/qemu-system-aarch64-headless emugl_common.dylib ./qsn ./qemu/darwin-aarch64/qemu-system-armel-headless ./qemu-img ./qemu/darwin-aarch64/qemu-system-aarch64 OpenglRender.dylib ./emulator-check ./qemu/darwin-aarch64/qemu-system-armel, https://android.googlesource.com/platform/external/wpa_supplicant_8/+/refs/heads/emu-master-dev
tinyobjloader, https://android.googlesource.com/platform/external/tinyobjloader/+/refs/heads/master/LICENSE, MIT, ./nimble_bridge ./qemu/darwin-aarch64/qemu-system-aarch64-headless emugl_common.dylib ./qsn ./qemu/darwin-aarch64/qemu-system-armel-headless ./qemu-img ./qemu/darwin-aarch64/qemu-system-aarch64 OpenglRender.dylib ./emulator-check ./qemu/darwin-aarch64/qemu-system-armel, https://android.googlesource.com/platform/external/tinyobjloader/+/refs/heads/master
Qt SvgWidgets, https://doc.qt.io/qt-5.12/qtSvgWidgets-index.html#licenses-and-attributions, LGPL-3.0-only, ./qemu/darwin-aarch64/qemu-system-aarch64 ./qemu/darwin-aarch64/qemu-system-armel, https://android.googlesource.com/platform/prebuilts/android-emulator-build/archive/+/refs/heads/emu-master-dev/qt-everywhere-src-5.12.1.tar.xz
LibXml2, https://github.com/GNOME/libxml2/blob/mainline/Copyright, MIT, ./nimble_bridge ./qemu/darwin-aarch64/qemu-system-aarch64-headless emugl_common.dylib ./qsn ./emulator android-emu-metrics.dylib ./qemu/darwin-aarch64/qemu-system-armel-headless ./qemu-img ./qemu/darwin-aarch64/qemu-system-aarch64 OpenglRender.dylib ./emulator-check ./qemu/darwin-aarch64/qemu-system-armel, https://android.googlesource.com/platform/prebuilts/android-emulator-build/archive/+/refs/heads/emu-master-dev/libxml2-2.9.2.tar.gz
dtc, https://kernel.googlesource.com/pub/scm/utils/dtc/dtc.git/+/refs/heads/master/README.license, GPL-2.0-or-later, ./qemu/darwin-aarch64/qemu-system-aarch64 ./qemu/darwin-aarch64/qemu-system-aarch64-headless ./qemu/darwin-aarch64/qemu-system-armel-headless ./qsn ./emulator-check ./qemu/darwin-aarch64/qemu-system-armel, https://kernel.googlesource.com/pub/scm/utils/dtc/dtc.git/+/refs/heads/master/
